serial_no,floor_level,zone_id,date,time,ta,ta_runningAverage,tg,tg_runningAverage,rh,rh_runningAverage,a_s,a_s_runningAverage
416C1935,30,8,2019-05-25,23:50:00,24.13,23.29282108,24.32,23.55143066,46,53.69118185,0.015,0.02438455909
416C1935,30,8,2019-05-25,23:55:00,24.11,23.29311997,24.3,23.55170446,46,53.68836869,0.015,0.02438112655
416C1935,30,8,2019-05-26,00:00:00,24.1,23.29341499,24.28,23.55197075,46,53.68555759,0.015,0.02437769653
416C1935,30,8,2019-05-26,00:05:00,24.1,23.2937098,24.28,23.55223684,46,53.68274854,0.015,0.02437426901
416C1935,30,8,2019-05-26,00:10:00,24.09,23.29400073,24.28,23.55250274,46,53.67994154,0.015,0.02437084399
416C1935,30,8,2019-05-26,00:15:00,24.09,23.29429145,24.28,23.55276844,46,53.6771366,0.015,0.02436742148
416C1935,30,8,2019-05-26,00:15:00,24.09,23.29458196,24.28,23.55303395,46,53.6743337,0.015,0.02436400146
416C1935,30,8,2019-05-26,00:20:00,24.07,23.29486496,24.28,23.55329927,46,53.67153285,0.015,0.02436058394
416C1935,30,8,2019-05-26,00:25:00,24.07,23.29514776,24.27,23.55356074,46,53.66873404,0.015,0.02435716892
416C1935,30,8,2019-05-26,00:30:00,24.06,23.2954267,24.24,23.55381109,46,53.66593727,0.015,0.02435375638
416C1935,30,8,2019-05-26,00:35:00,24.05,23.29570179,24.23,23.5540576,46,53.66314254,0.016,0.0243507109
416C1935,30,8,2019-05-26,00:40:00,24.04,23.29597303,24.25,23.55431122,46,53.66034985,0.015,0.02434730321
416C1935,30,8,2019-05-26,00:45:00,24.03,23.29624044,24.23,23.55455738,46,53.6575592,0.015,0.024343898
416C1935,30,8,2019-05-26,00:50:00,24.03,23.29650765,24.23,23.55480335,46,53.65477058,0.015,0.02434049527
416C1935,30,8,2019-05-26,00:55:00,24.02,23.29677102,24.23,23.55504914,46,53.65198398,0.015,0.02433709501
416C1935,30,8,2019-05-26,01:00:00,24.01,23.29703057,24.23,23.55529476,46,53.64919942,0.015,0.02433369723
416C1935,30,8,2019-05-26,01:05:00,24,23.29728629,24.21,23.55553292,46,53.64641688,0.015,0.02433030193
416C1935,30,8,2019-05-26,01:10:00,23.99,23.29753818,24.2,23.55576727,46,53.64363636,0.015,0.02432690909
416C1935,30,8,2019-05-26,01:15:00,23.99,23.29778989,24.18,23.55599418,46,53.64085787,0.015,0.02432351872
416C1935,30,8,2019-05-26,01:20:00,23.98,23.29803779,24.18,23.55622093,46,53.6380814,0.015,0.02432013081
416C1935,30,8,2019-05-26,01:25:00,23.98,23.29828551,24.18,23.55644751,46,53.63530694,0.015,0.02431674537
416C1935,30,8,2019-05-26,01:30:00,23.96,23.29852578,24.18,23.55667393,46,53.6325345,0.015,0.02431336238
416C1935,30,8,2019-05-26,01:35:00,23.96,23.29876588,24.18,23.55690018,46,53.62976407,0.015,0.02430998185
416C1935,30,8,2019-05-26,01:40:00,23.95,23.29900218,24.18,23.55712627,46,53.62699565,0.015,0.02430660377
416C1935,30,8,2019-05-26,01:45:00,23.95,23.2992383,24.18,23.55735219,46,53.62422923,0.015,0.02430322815
416C1935,30,8,2019-05-26,01:50:00,23.94,23.29947063,24.17,23.55757433,46,53.62146483,0.015,0.02429985497
416C1935,30,8,2019-05-26,01:55:00,23.94,23.29970279,24.16,23.55779268,46,53.61870243,0.015,0.02429648423
416C1935,30,8,2019-05-26,02:00:00,23.94,23.29993478,24.16,23.55801087,46,53.61594203,0.016,0.02429347826
416C1935,30,8,2019-05-26,02:05:00,23.93,23.30016298,24.15,23.55822528,46,53.61318363,0.015,0.02429011228
416C1935,30,8,2019-05-26,02:10:00,23.92,23.3003874,24.13,23.5584323,46,53.61042723,0.015,0.02428674873
416C1935,30,8,2019-05-26,02:15:00,23.93,23.30061527,24.13,23.55863916,46,53.60767282,0.015,0.02428338762
416C1935,30,8,2019-05-26,02:20:00,23.91,23.30083575,24.11,23.55883864,46,53.60492041,0.015,0.02428002894
416C1935,30,8,2019-05-26,02:25:00,23.9,23.30105244,24.09,23.55903074,46,53.60216998,0.015,0.02427667269
416C1935,30,8,2019-05-26,02:30:00,23.9,23.30126898,24.08,23.55921909,46,53.59942155,0.015,0.02427331887
416C1935,30,8,2019-05-26,02:30:00,23.9,23.30148536,24.08,23.5594073,46,53.5966751,0.015,0.02426996747
416C1935,30,8,2019-05-26,02:35:00,23.89,23.30169798,24.08,23.55959538,46,53.59393064,0.015,0.0242666185
416C1935,30,8,2019-05-26,02:40:00,23.88,23.30190683,24.07,23.5597797,46,53.59118815,0.015,0.02426327194
416C1935,30,8,2019-05-26,02:45:00,23.87,23.30211191,24.06,23.55996029,46,53.58844765,0.015,0.0242599278
416C1935,30,8,2019-05-26,02:50:00,23.87,23.30231685,24.06,23.56014074,46,53.58570913,0.016,0.02425694695
416C1935,30,8,2019-05-26,02:55:00,23.86,23.30251804,24.04,23.56031385,46,53.58297258,0.015,0.0242536075
416C1935,30,8,2019-05-26,03:00:00,23.84,23.30271186,24.04,23.56048684,46,53.58023801,0.015,0.02425027047
416C1935,30,8,2019-05-26,03:05:00,23.84,23.30290555,24.04,23.5606597,46,53.57750541,0.015,0.02424693583
416C1935,30,8,2019-05-26,03:10:00,23.84,23.3030991,24.03,23.56082883,46,53.57477477,0.015,0.0242436036
416C1935,30,8,2019-05-26,03:15:00,23.83,23.3032889,24.03,23.56099784,46,53.57204611,0.016,0.02424063401
416C1935,30,8,2019-05-26,03:20:00,23.83,23.30347857,24.02,23.56116313,46,53.56931941,0.015,0.02423730645
416C1935,30,8,2019-05-26,03:25:00,23.82,23.30366451,24.01,23.56132469,46,53.56659467,0.015,0.02423398128
416C1935,30,8,2019-05-26,03:30:00,23.82,23.30385031,24.01,23.56148615,46,53.5638719,0.015,0.02423065851
416C1935,30,8,2019-05-26,03:35:00,23.83,23.30403957,23.99,23.56164029,46,53.56115108,0.016,0.02422769784
416C1935,30,8,2019-05-26,03:40:00,23.82,23.3042251,24,23.56179791,46,53.55843222,0.016,0.0242247393
416C1935,30,8,2019-05-26,03:45:00,23.82,23.3044105,24,23.56195543,46,53.55571531,0.015,0.02422142344
416C1935,30,8,2019-05-26,03:50:00,23.81,23.30459217,23.99,23.56210923,46,53.55300036,0.016,0.02421846928
416C1935,30,8,2019-05-26,03:55:00,23.8,23.30477011,23.99,23.56226293,46,53.55028736,0.015,0.02421515805
416C1935,30,8,2019-05-26,04:00:00,23.79,23.30494434,23.98,23.56241293,46,53.5475763,0.015,0.02421184919
416C1935,30,8,2019-05-26,04:05:00,23.79,23.30511845,23.97,23.56255922,46,53.54486719,0.015,0.02420854271
416C1935,30,8,2019-05-26,04:10:00,23.79,23.30529243,23.98,23.56270901,46,53.54216003,0.016,0.02420559742
416C1935,30,8,2019-05-26,04:15:00,23.78,23.3054627,23.97,23.56285509,46,53.53945481,0.016,0.02420265423
416C1935,30,8,2019-05-26,04:20:00,23.8,23.30564001,23.96,23.56299749,46,53.53675152,0.016,0.02419971316
416C1935,30,8,2019-05-26,04:25:00,23.79,23.30581362,23.96,23.56313978,46,53.53405018,0.016,0.02419677419
416C1935,30,8,2019-05-26,04:30:00,23.84,23.30600502,23.96,23.56328198,46,53.53135077,0.016,0.02419383733
416C1935,30,8,2019-05-26,04:35:00,23.79,23.30617837,23.94,23.56341691,46,53.5286533,0.016,0.02419090258
416C1935,30,8,2019-05-26,04:40:00,23.78,23.30634801,23.95,23.56355532,46,53.52595775,0.016,0.02418796992
416C1935,30,8,2019-05-26,04:45:00,23.76,23.30651038,23.95,23.56369363,46,53.52326414,0.016,0.02418503937
416C1935,30,8,2019-05-26,04:50:00,23.75,23.30666905,23.94,23.56382826,46,53.52057245,0.015,0.02418175313
416C1935,30,8,2019-05-26,04:55:00,23.75,23.30682761,23.94,23.5639628,46,53.51788269,0.015,0.02417846924
416C1935,30,8,2019-05-26,05:00:00,23.76,23.30698963,23.93,23.56409367,46,53.51519485,0.015,0.0241751877
416C1935,30,8,2019-05-26,05:05:00,23.75,23.30714796,23.94,23.56422802,46,53.51250893,0.016,0.0241722659
416C1935,30,8,2019-05-26,05:10:00,23.74,23.30730261,23.93,23.5643587,46,53.50982494,0.016,0.0241693462
416C1935,30,8,2019-05-26,05:15:00,23.75,23.30746071,23.92,23.56448571,46,53.50714286,0.016,0.02416642857
416C1935,30,8,2019-05-26,05:20:00,23.73,23.30761157,23.92,23.56461264,46,53.50446269,0.016,0.02416351303
416C1935,30,8,2019-05-26,05:20:00,23.73,23.30776231,23.92,23.56473947,46,53.50178444,0.016,0.02416059957
416C1935,30,8,2019-05-26,05:25:00,23.72,23.30790938,23.92,23.56486621,46,53.4991081,0.016,0.02415768819
416C1935,30,8,2019-05-26,05:30:00,23.72,23.30805635,23.92,23.56499287,46,53.49643367,0.016,0.02415477889
416C1935,30,8,2019-05-26,05:35:00,23.71,23.30819964,23.92,23.56511943,46,53.49376114,0.016,0.02415187166
416C1935,30,8,2019-05-26,05:40:00,23.71,23.30834284,23.92,23.5652459,45,53.49073414,0.015,0.02414861012
416C1935,30,8,2019-05-26,05:45:00,23.7,23.30848237,23.9,23.56536516,45,53.4877093,0.015,0.02414535091
416C1935,30,8,2019-05-26,05:50:00,23.7,23.30862179,23.89,23.56548077,45,53.48468661,0.016,0.02414245014
416C1935,30,8,2019-05-26,05:55:00,23.7,23.30876112,23.89,23.5655963,45,53.48166607,0.016,0.02413955144
416C1935,30,8,2019-05-26,06:00:00,23.69,23.3088968,23.89,23.56571174,45,53.47864769,0.016,0.0241366548
416C1935,30,8,2019-05-26,06:05:00,23.69,23.30903237,23.89,23.56582711,45,53.47563145,0.015,0.02413340448
416C1935,30,8,2019-05-26,06:10:00,23.69,23.30916785,23.89,23.56594239,45,53.47261735,0.015,0.02413015647
416C1935,30,8,2019-05-26,06:15:00,23.68,23.30929968,23.88,23.56605403,45,53.4696054,0.015,0.02412691077
416C1935,30,8,2019-05-26,06:20:00,23.68,23.30943141,23.87,23.56616205,45,53.46659559,0.015,0.02412366738
416C1935,30,8,2019-05-26,06:25:00,23.67,23.3095595,23.88,23.56627353,45,53.46358792,0.015,0.02412042629
416C1935,30,8,2019-05-26,06:30:00,23.67,23.3096875,23.88,23.56638494,45,53.46058239,0.015,0.0241171875
416C1935,30,8,2019-05-26,06:35:00,23.67,23.30981541,23.88,23.56649627,45,53.45757898,0.015,0.02411395101
416C1935,30,8,2019-05-26,06:40:00,23.67,23.30994322,23.89,23.56661107,45,53.45457771,0.015,0.02411071682
416C1935,30,8,2019-05-26,06:45:00,23.66,23.3100674,23.89,23.56672579,45,53.45157857,0.016,0.02410783966
416C1935,30,8,2019-05-26,06:50:00,23.66,23.31019149,23.89,23.56684043,45,53.44858156,0.015,0.02410460993
416C1935,30,8,2019-05-26,06:55:00,23.66,23.31031549,23.87,23.56694789,45,53.44558667,0.015,0.02410138249
416C1935,30,8,2019-05-26,07:00:00,23.65,23.31043586,23.88,23.56705882,45,53.44259391,0.015,0.02409815734
416C1935,30,8,2019-05-26,07:05:00,23.65,23.31055615,23.88,23.56716968,45,53.43960326,0.015,0.02409493447
416C1935,30,8,2019-05-26,07:10:00,23.66,23.31067989,23.89,23.56728399,45,53.43661473,0.015,0.02409171388
416C1935,30,8,2019-05-26,07:15:00,23.67,23.31080708,23.89,23.56739823,45,53.43362832,0.015,0.02408849558
416C1935,30,8,2019-05-26,07:20:00,23.68,23.31093772,23.89,23.56751238,45,53.43064402,0.016,0.0240856334
416C1935,30,8,2019-05-26,07:25:00,23.68,23.31106827,23.89,23.56762646,45,53.42766183,0.015,0.02408241953
416C1935,30,8,2019-05-26,07:30:00,23.68,23.31119873,23.91,23.56774752,45,53.42468175,0.015,0.02407920792
416C1935,30,8,2019-05-26,07:35:00,23.69,23.31133263,23.91,23.5678685,45,53.42170378,0.015,0.02407599859
416C1935,30,8,2019-05-26,07:40:00,23.68,23.3114629,23.91,23.5679894,45,53.41872792,0.015,0.02407279152
416C1935,30,8,2019-05-26,07:45:00,23.69,23.31159661,23.91,23.56811021,45,53.41575415,0.014,0.02406923349
416C1935,30,8,2019-05-26,07:50:00,23.69,23.31173023,23.9,23.5682274,45,53.41278249,0.014,0.02406567797
416C1935,30,8,2019-05-26,07:55:00,23.69,23.31186375,23.92,23.56835157,45,53.40981292,0.015,0.02406247794
416C1935,30,8,2019-05-26,08:00:00,23.7,23.31200071,23.92,23.56847565,45,53.40684545,0.014,0.02405892731
416C1935,30,8,2019-05-26,08:05:00,23.7,23.31213757,23.9,23.56859259,45,53.40388007,0.014,0.02405537919
416C1935,30,8,2019-05-26,08:10:00,23.69,23.3122708,23.9,23.56870945,45,53.40091678,0.014,0.02405183357
416C1935,30,8,2019-05-26,08:15:00,23.69,23.31240395,23.92,23.56883327,45,53.39795559,0.014,0.02404829045
416C1935,30,8,2019-05-26,08:20:00,23.69,23.312537,23.92,23.56895701,45,53.39499648,0.013,0.02404439746
416C1935,30,8,2019-05-26,08:25:00,23.7,23.31267348,23.92,23.56908066,45,53.39203945,0.014,0.02404085946
416C1935,30,8,2019-05-26,08:30:00,23.7,23.31280986,23.93,23.56920775,45,53.38908451,0.013,0.02403697183
416C1935,30,8,2019-05-26,08:35:00,23.7,23.31294615,23.92,23.56933122,45,53.38613164,0.013,0.02403308694
416C1935,30,8,2019-05-26,08:40:00,23.69,23.31307882,23.93,23.56945813,45,53.38318086,0.013,0.02402920479
416C1935,30,8,2019-05-26,08:45:00,23.7,23.31321491,23.93,23.56958495,45,53.38023215,0.014,0.0240256771
416C1935,30,8,2019-05-26,08:50:00,23.7,23.31335091,23.94,23.56971519,45,53.37728551,0.014,0.0240221519
416C1935,30,8,2019-05-26,08:55:00,23.69,23.3134833,23.94,23.56984534,45,53.37434095,0.012,0.02401792619
416C1935,30,8,2019-05-26,09:00:00,23.71,23.31362263,23.94,23.5699754,45,53.37139845,0.013,0.02401405481
416C1935,30,8,2019-05-26,09:05:00,23.71,23.31376185,23.94,23.57010537,45,53.36845803,0.012,0.02400983491
416C1935,30,8,2019-05-26,09:10:00,23.72,23.31390449,23.95,23.57023876,45,53.36551966,0.013,0.0240059691
416C1935,30,8,2019-05-26,09:15:00,23.73,23.31405054,23.97,23.57037908,45,53.36258336,0.013,0.024002106
416C1935,30,8,2019-05-26,09:20:00,23.72,23.31419298,23.96,23.57051579,45,53.35964912,0.012,0.02399789474
416C1935,30,8,2019-05-26,09:25:00,23.73,23.31433883,23.96,23.5706524,45,53.35671694,0.013,0.02399403718
416C1935,30,8,2019-05-26,09:30:00,23.73,23.31448457,23.96,23.57078892,45,53.35378682,0.014,0.02399053296
416C1935,30,8,2019-05-26,09:35:00,23.73,23.31463021,23.97,23.57092885,45,53.35085875,0.013,0.02398668069
416C1935,30,8,2019-05-26,09:40:00,23.73,23.31477575,23.98,23.57107218,45,53.34793273,0.013,0.02398283111
416C1935,30,8,2019-05-26,09:45:00,23.73,23.31492119,23.99,23.57121891,45,53.34500876,0.014,0.0239793345
416C1935,30,8,2019-05-26,09:50:00,23.74,23.31507003,23.99,23.57136555,45,53.34208683,0.013,0.0239754902
416C1935,30,8,2019-05-26,09:55:00,23.76,23.31522576,24.01,23.57151908,45,53.33916696,0.013,0.02397164858
416C1935,30,8,2019-05-26,10:00:00,23.78,23.31538838,24.03,23.5716795,44,53.33589923,0.013,0.02396780966
416C1935,30,8,2019-05-26,10:05:00,23.79,23.31555439,24.04,23.5718433,44,53.33263379,0.012,0.02396362364
416C1935,30,8,2019-05-26,10:10:00,23.81,23.31572727,24.05,23.57201049,44,53.32937063,0.012,0.02395944056
416C1935,30,8,2019-05-26,10:15:00,23.82,23.31590353,24.06,23.57218106,44,53.32610975,0.012,0.0239552604
416C1935,30,8,2019-05-26,10:20:00,23.83,23.31608316,24.07,23.572355,44,53.32285115,0.012,0.02395108316
416C1935,30,8,2019-05-26,10:25:00,23.82,23.31625917,24.1,23.57253929,44,53.31959483,0.012,0.02394690884
416C1935,30,8,2019-05-26,10:30:00,23.84,23.31644204,24.11,23.57272696,44,53.31634078,0.012,0.02394273743
416C1935,30,8,2019-05-26,10:35:00,23.87,23.31663525,24.15,23.57292845,44,53.31308901,0.013,0.02393891798
416C1935,30,8,2019-05-26,10:35:00,23.87,23.31682833,24.15,23.5731298,44,53.3098395,0.013,0.02393510119
416C1935,30,8,2019-05-26,10:35:00,23.87,23.31702128,24.15,23.57333101,44,53.30659226,0.013,0.02393128706
416C1935,30,8,2019-05-26,10:50:00,23.94,23.31723849,24.23,23.57355997,44,53.30334728,0.012,0.02392712692
416C1935,30,8,2019-05-26,10:55:00,23.94,23.31745556,24.24,23.57379226,44,53.30010457,0.013,0.02392331823
416C1935,30,8,2019-05-26,11:00:00,23.96,23.31767944,24.27,23.57403484,44,53.29686411,0.012,0.02391916376
416C1935,30,8,2019-05-26,11:05:00,23.99,23.31791362,24.3,23.5742877,44,53.29362591,0.011,0.02391466388
416C1935,30,8,2019-05-26,11:10:00,24,23.31815111,24.32,23.57454735,44,53.29038997,0.011,0.02391016713
416C1935,30,8,2019-05-26,11:15:00,24.01,23.31839192,24.32,23.57480682,44,53.28715628,0.011,0.02390567351
416C1935,30,8,2019-05-26,11:20:00,24.03,23.31863953,24.32,23.57506611,44,53.28392484,0.011,0.02390118302
416C1935,30,8,2019-05-26,11:25:00,24.03,23.31888696,24.32,23.57532522,44,53.28069565,0.01,0.02389634783
416C1935,30,8,2019-05-26,11:30:00,24.04,23.31913769,24.32,23.57558414,44,53.27746871,0.01,0.02389151599
416C1935,30,8,2019-05-26,11:35:00,24.04,23.31938825,24.32,23.57584289,44,53.274244,0.01,0.02388668752
416C1935,30,8,2019-05-26,11:40:00,24.06,23.31964559,24.33,23.57610493,44,53.27102154,0.01,0.0238818624
416C1935,30,8,2019-05-26,11:45:00,24.07,23.31990622,24.35,23.57637374,44,53.26780132,0.01,0.02387704064
416C1935,30,8,2019-05-26,11:50:00,24.08,23.32017014,24.37,23.57664931,44,53.26458333,0.01,0.02387222222
416C1935,30,8,2019-05-26,11:55:00,24.09,23.32043735,24.4,23.57693509,44,53.26136758,0.01,0.02386740715
416C1935,30,8,2019-05-26,12:00:00,24.09,23.32070437,24.43,23.57723109,44,53.25815406,0.01,0.02386259542
416C1935,30,8,2019-05-26,12:05:00,24.13,23.32098508,24.44,23.57753035,44,53.25494277,0.01,0.02385778703
416C1935,30,8,2019-05-26,12:10:00,24.15,23.32127254,24.48,23.57784327,44,53.2517337,0.01,0.02385298197
416C1935,30,8,2019-05-26,12:15:00,24.18,23.32157019,24.51,23.57816638,44,53.24852686,0.01,0.02384818024
416C1935,30,8,2019-05-26,12:20:00,24.2,23.32187457,24.52,23.57849272,44,53.24532225,0.01,0.02384338184
416C1935,30,8,2019-05-26,12:25:00,24.21,23.3221822,24.54,23.57882577,44,53.24211985,0.01,0.02383858677
416C1935,30,8,2019-05-26,12:30:00,24.24,23.3225,24.54,23.57915859,44,53.23891967,0.01,0.02383379501
416C1935,30,8,2019-05-26,12:35:00,24.25,23.32282105,24.56,23.5794981,44,53.2357217,0.01,0.02382900658
416C1935,30,8,2019-05-26,12:40:00,24.27,23.32314879,24.58,23.57984429,44,53.23252595,0.01,0.02382422145
416C1935,30,8,2019-05-26,12:45:00,24.28,23.32347976,24.59,23.5801937,44,53.22933241,0.01,0.02381943964
416C1935,30,8,2019-05-26,12:50:00,24.3,23.32381743,24.61,23.58054979,44,53.22614108,0.01,0.02381466113
416C1935,30,8,2019-05-26,12:55:00,24.31,23.32415831,24.63,23.58091255,44,53.22295195,0.01,0.02380988593
416C1935,30,8,2019-05-26,13:00:00,24.34,23.32450933,24.64,23.58127851,44,53.21976503,0.01,0.02380511403
416C1935,30,8,2019-05-26,13:05:00,24.33,23.32485665,24.66,23.58165112,44,53.21658031,0.01,0.02380034542
416C1935,30,8,2019-05-26,13:10:00,24.34,23.32520718,24.65,23.58202003,44,53.21339779,0.01,0.02379558011
416C1935,30,8,2019-05-26,13:15:00,24.34,23.32555747,24.66,23.58239213,44,53.21021747,0.01,0.02379081809
416C1935,30,8,2019-05-26,13:20:00,24.35,23.32591097,24.64,23.58275707,44,53.20703934,0.01,0.02378605935
416C1935,30,8,2019-05-26,13:25:00,24.35,23.32626423,24.66,23.58312867,44,53.2038634,0.01,0.0237813039
416C1935,30,8,2019-05-26,13:30:00,24.37,23.32662414,24.69,23.58351034,44,53.20068966,0.01,0.02377655172
416C1935,30,8,2019-05-26,13:35:00,24.38,23.32698725,24.67,23.58388487,44,53.1975181,0.01,0.02377180283
416C1935,30,8,2019-05-26,13:40:00,24.4,23.327357,24.67,23.58425913,44,53.19434873,0.01,0.0237670572
416C1935,30,8,2019-05-26,13:45:00,24.41,23.32772993,24.67,23.58463314,44,53.19118154,0.01,0.02376231485
416C1935,30,8,2019-05-26,13:50:00,24.44,23.32811295,24.67,23.58500689,44,53.18801653,0.01,0.02375757576
416C1935,30,8,2019-05-26,13:55:00,24.45,23.32849914,24.7,23.58539071,44,53.1848537,0.01,0.02375283993
416C1935,30,8,2019-05-26,14:00:00,24.46,23.32888851,24.71,23.5857777,44,53.18169305,0.01,0.02374810736
416C1935,30,8,2019-05-26,14:05:00,24.47,23.32928105,24.71,23.58616443,44,53.17853457,0.01,0.02374337805
416C1935,30,8,2019-05-26,14:10:00,24.49,23.32968019,24.71,23.58655089,44,53.17537827,0.011,0.02373899587
416C1935,30,8,2019-05-26,14:15:00,24.52,23.33008938,24.73,23.58694397,44,53.17222413,0.011,0.02373461671
416C1935,30,8,2019-05-26,14:20:00,24.53,23.33050172,24.73,23.58733677,44,53.16907216,0.013,0.02373092784
416C1935,30,8,2019-05-26,14:25:00,24.55,23.33092065,24.76,23.58773961,44,53.16592236,0.012,0.02372689797
416C1935,30,8,2019-05-26,14:30:00,24.56,23.33134272,24.77,23.5881456,44,53.16277473,0.014,0.02372355769
416C1935,30,8,2019-05-26,14:35:00,24.58,23.33177137,24.78,23.58855475,44,53.15962925,0.012,0.02371953313
416C1935,30,8,2019-05-26,14:40:00,24.59,23.33220316,24.8,23.58897049,44,53.15648593,0.013,0.0237158545
416C1935,30,8,2019-05-26,14:45:00,24.61,23.33264151,24.8,23.58938593,44,53.15334477,0.014,0.02371252144
416C1935,30,8,2019-05-26,14:50:00,24.62,23.33308299,24.83,23.58981139,44,53.15020576,0.012,0.0237085048
416C1935,30,8,2019-05-26,14:55:00,24.64,23.33353103,24.85,23.5902434,44,53.14706891,0.012,0.02370449092
416C1935,30,8,2019-05-26,15:00:00,24.65,23.33398218,24.87,23.59068197,44,53.1439342,0.011,0.02370013708
416C1935,30,8,2019-05-26,15:05:00,24.66,23.33443645,24.88,23.59112367,44,53.14080164,0.013,0.02369647139
416C1935,30,8,2019-05-26,15:10:00,24.68,23.33489726,24.88,23.59156507,44,53.13767123,0.013,0.02369280822
416C1935,30,8,2019-05-26,15:15:00,24.7,23.3353646,24.91,23.59201643,44,53.13454296,0.01,0.02368812051
416C1935,30,8,2019-05-26,15:20:00,24.71,23.33583504,24.93,23.59247433,44,53.13141684,0.01,0.023683436
416C1935,30,8,2019-05-26,15:25:00,24.73,23.33631201,24.93,23.59293192,44,53.12829285,0.011,0.02367909682
416C1935,30,8,2019-05-26,15:30:00,24.74,23.33679207,24.94,23.59339261,44,53.125171,0.011,0.0236747606
416C1935,30,8,2019-05-26,15:35:00,24.77,23.33728205,24.96,23.59385983,44,53.12205128,0.011,0.02367042735
416C1935,30,8,2019-05-26,15:40:00,24.78,23.33777512,24.97,23.59433014,44,53.1189337,0.011,0.02366609706
416C1935,30,8,2019-05-26,15:45:00,24.79,23.33827127,24.99,23.59480697,44,53.11581824,0.011,0.02366176973
416C1935,30,8,2019-05-26,15:50:00,24.81,23.33877391,25,23.59528689,44,53.11270492,0.011,0.02365744536
416C1935,30,8,2019-05-26,15:55:00,24.82,23.33927962,25,23.59576647,44,53.10959372,0.012,0.02365346535
416C1935,30,8,2019-05-26,16:00:00,24.84,23.33979181,25.02,23.59625256,44,53.10648464,0.013,0.02364982935
416C1935,30,8,2019-05-26,16:05:00,24.86,23.34031047,25.03,23.59674173,44,53.10337769,0.012,0.02364585466
416C1935,30,8,2019-05-26,16:10:00,24.87,23.3408322,25.04,23.59723397,44,53.10027285,0.013,0.02364222374
416C1935,30,8,2019-05-26,16:15:00,24.88,23.34135697,25.05,23.59772929,44,53.09717013,0.012,0.02363825435
416C1935,30,8,2019-05-26,16:20:00,24.89,23.3418848,25.07,23.59823108,44,53.09406953,0.014,0.02363496933
416C1935,30,8,2019-05-26,16:25:00,24.9,23.34241567,25.07,23.59873254,44,53.09097104,0.013,0.02363134583
416C1935,30,8,2019-05-26,16:30:00,24.91,23.34294959,25.08,23.59923706,44,53.08787466,0.015,0.02362840599
416C1935,30,8,2019-05-26,16:35:00,24.92,23.34348655,25.09,23.59974464,44,53.08478039,0.013,0.0236247872
416C1935,30,8,2019-05-26,16:40:00,24.93,23.34402655,25.09,23.60025187,44,53.08168822,0.015,0.0236218516
416C1935,30,8,2019-05-26,16:45:00,24.94,23.34456958,25.11,23.60076557,44,53.07859816,0.017,0.0236195985
416C1935,30,8,2019-05-26,16:50:00,24.96,23.34511905,25.11,23.60127891,44,53.0755102,0.017,0.02361734694
416C1935,30,8,2019-05-26,16:55:00,24.96,23.34566814,25.12,23.60179531,44,53.07242435,0.016,0.02361475689
416C1935,30,8,2019-05-26,17:00:00,24.96,23.34621686,25.12,23.60231135,44,53.06934058,0.015,0.02361182869
416C1935,30,8,2019-05-26,17:05:00,24.96,23.34676521,25.12,23.60282705,44,53.06625892,0.016,0.02360924227
416C1935,30,8,2019-05-26,17:10:00,24.96,23.34731318,25.12,23.60334239,44,53.06317935,0.016,0.02360665761
416C1935,30,8,2019-05-26,17:15:00,24.96,23.34786078,25.12,23.60385739,44,53.06010187,0.015,0.02360373514
416C1935,30,8,2019-05-26,17:20:00,24.97,23.34841141,25.12,23.60437203,44,53.05702648,0.013,0.02360013578
416C1935,30,8,2019-05-26,17:25:00,24.98,23.34896505,25.12,23.60488633,44,53.05395317,0.014,0.02359687818
416C1935,30,8,2019-05-26,17:30:00,24.98,23.34951832,25.12,23.60540027,44,53.05088195,0.014,0.0235936228
416C1935,30,8,2019-05-26,17:35:00,24.98,23.35007121,25.12,23.60591387,44,53.04781282,0.013,0.02359003052
416C1935,30,8,2019-05-26,17:40:00,24.99,23.35062712,25.12,23.60642712,44,53.04474576,0.012,0.02358610169
416C1935,30,8,2019-05-26,17:45:00,24.98,23.35117926,25.12,23.60694002,44,53.04168079,0.013,0.0235825144
416C1935,30,8,2019-05-26,17:50:00,25,23.3517378,25.1,23.6074458,44,53.03861789,0.011,0.02357825203
416C1935,30,8,2019-05-26,17:55:00,24.99,23.35229258,25.1,23.60795124,44,53.03555706,0.01,0.02357365391
416C1935,30,8,2019-05-26,18:00:00,24.97,23.35284022,25.09,23.60845295,44,53.03249831,0.011,0.02356939743
416C1935,30,8,2019-05-26,18:05:00,24.96,23.35338409,25.09,23.60895431,44,53.02944162,0.01,0.02356480541
416C1935,30,8,2019-05-26,18:10:00,24.96,23.3539276,25.08,23.60945196,44,53.02638701,0.01,0.02356021651
416C1935,30,8,2019-05-26,18:15:00,24.94,23.35446398,25.08,23.60994927,44,53.02333446,0.01,0.02355563071
416C1935,30,8,2019-05-26,18:20:00,24.94,23.355,25.07,23.61044287,44,53.02028398,0.01,0.02355104801
416C1935,30,8,2019-05-26,18:25:00,24.93,23.35553227,25.07,23.61093613,44,53.01723555,0.01,0.0235464684
416C1935,30,8,2019-05-26,18:30:00,24.92,23.35606081,25.07,23.61142905,44,53.01418919,0.01,0.02354189189
